"date";"open";"high";"low";"close";"volume";"adjusted"
2010-05-19;36,59;36,82;35,389999;35,57;6399200;32,487736
2010-05-20;34,990002;35,209999;33,610001;33,75;8803700;30,825449
2010-05-21;33,299999;35,27;33,240002;35,009998;10993000;31,976255
2010-05-24;34,860001;35,130001;34,029999;34,52;5291500;31,528713
2010-05-25;33,389999;34,82;33,389999;34,82;6815500;31,802727
2010-05-26;34,880001;35,040001;34,299999;34,419998;6399800;31,437389
2010-05-27;34,860001;35,709999;34,75;35,669998;5422000;32,579075
2010-05-28;35,470001;36,049999;35,240002;35,740002;5660300;32,643017
2010-06-01;35,509998;35,91;35,150002;35,240002;4620600;32,186333
2010-06-02;35,330002;36,490002;34,990002;36,43;5704300;33,273224
2010-06-03;36,34;37;36,16;36,869999;3919600;33,675079
2010-06-04;36,34;36,360001;35,349998;35,41;5076800;32,341591
2010-06-07;35,52;35,830002;34,779999;34,810001;3738200;31,793591
2010-06-08;34,799999;35,349998;34,509998;35,25;5037800;32,195461
2010-06-09;35,450001;35,759998;35,040001;35,139999;3473400;32,095001
2010-06-10;35,450001;36,110001;35,220001;36,09;3520600;32,962673
2010-06-11;35,560001;36,369999;35,560001;36,32;2958600;33,172749
2010-06-14;36,43;36,98;36,310001;36,549999;3092300;33,382816
2010-06-15;36,700001;37,450001;36,700001;37,439999;3390000;34,195705
2010-06-16;37,080002;37,919998;37,060001;37,540001;3889900;34,287033
2010-06-17;37,5;37,759998;37,240002;37,73;3130000;34,460567
2010-06-18;37,740002;37,880001;37,330002;37,560001;3905600;34,305302
2010-06-21;37,66;37,900002;37,02;37,200001;2898200;33,97649
2010-06-22;37,200001;37,810001;36,689999;36,77;3182900;33,583748
2010-06-23;36,900002;37,060001;36,5;36,740002;2722500;33,556358
2010-06-24;36,5;36,700001;35,990002;36,25;2975300;33,108814
2010-06-25;36,27;36,73;36,029999;36,349998;6615600;33,20015
2010-06-28;36,299999;36,310001;35,830002;36,029999;3782800;32,907867
2010-06-29;35,740002;35,740002;34,759998;34,98;5837900;31,948847
2010-06-30;34,860001;35,25;34,639999;34,77;3618400;31,757063
2010-07-01;34,790001;34,91;34;34,57;5432900;31,574392
2010-07-02;34,560001;34,689999;34,060001;34,299999;2873000;31,327791
2010-07-06;34,849998;35,040001;34,349998;34,779999;3792600;31,76619
2010-07-07;35,049999;36,029999;34,849998;35,970001;4333700;32,853096
2010-07-08;36,099998;36,169998;35,549999;35,919998;2980600;32,807407
2010-07-09;35,950001;36,389999;35,799999;36,279999;1992100;33,136223
2010-07-12;36,209999;36,57;36,09;36,549999;2649500;33,382816
2010-07-13;36,799999;37,650002;36,799999;37,459999;3185400;34,213959
2010-07-14;37,610001;37,709999;36,91;37,25;3508300;34,022163
2010-07-15;37,099998;37,580002;36,91;37,509998;2704300;34,259628
2010-07-16;37,470001;37,470001;36,549999;36,610001;3649200;33,437614
2010-07-19;36,619999;37,07;36,59;37;2492600;33,793816
2010-07-20;36,400002;37,709999;36,330002;37,610001;3464500;34,350964
2010-07-21;37,720001;38;37,209999;37,400002;3744800;34,159153
2010-07-22;37,709999;38,459999;37,5;37,98;4195800;34,6889
2010-07-23;37,779999;38,720001;37,75;38,650002;2870300;35,300838
2010-07-26;38,889999;39,380001;38,610001;39,380001;3145100;35,967594
2010-07-27;39,360001;39,869999;39,25;39,560001;3005400;36,131996
2010-07-28;39,560001;39,939999;39,459999;39,580002;2901800;36,150265
2010-07-29;39,580002;40;39,130001;39,580002;3654700;36,150265
2010-07-30;39,200001;39,98;39,049999;39,75;3205400;36,305531
2010-08-02;39,970001;40,369999;39,75;40,220001;3179000;36,734798
2010-08-03;39,970001;40,470001;39,869999;40,279999;2107100;36,789585
2010-08-04;40,240002;40,860001;40,220001;40,77;2850500;37,237141
2010-08-05;40,349998;40,650002;40,200001;40,43;2061200;36,926594
2010-08-06;39,950001;40,740002;39,709999;40,669998;2357500;37,145794
2010-08-09;40,700001;40,900002;40,529999;40,639999;1865100;37,118408
2010-08-10;40,240002;40,66;39,889999;40,43;2652800;36,926594
2010-08-11;39,919998;40,049999;39,139999;39,25;2571700;35,848846
2010-08-12;38,599998;38,799999;38,330002;38,610001;3859300;35,26432
2010-08-13;38,59;38,93;38,459999;38,560001;2207100;35,218643
2010-08-16;38,48;38,52;38,049999;38,400002;3539300;35,07251
2010-08-17;38,77;39,52;38,560001;39,299999;3544600;35,89452
2010-08-18;39,150002;39,599998;38,650002;39,349998;2328300;35,940178
2010-08-19;39,060001;39,360001;38,509998;38,77;3340800;35,410446
2010-08-20;41,360001;44,849998;41,349998;44,599998;18975000;40,735252
2010-08-23;43,529999;43,73;42,48;42,830002;10914700;39,118629
2010-08-24;42,599998;43,220001;41,919998;42,68;7195100;38,981625
2010-08-25;42,25;42,650002;41,98;42,599998;5864200;38,908562
2010-08-26;42,810001;43,25;42,299999;42,32;5774200;38,652828
2010-08-27;42,560001;43,080002;41,950001;42,939999;4666700;39,219097
2010-08-30;42,48;43,139999;42,220001;42,220001;3610500;38,561497
2010-08-31;42,080002;42,880001;41,830002;42,740002;4584900;39,036442
2010-09-01;42,959999;43,799999;42,939999;43,619999;6272100;39,840183
2010-09-02;43,66;44;43,040001;44;3712500;40,187256
2010-09-03;44;44,41;43,330002;44,009998;4220100;40,196369
2010-09-07;44,169998;44,689999;44,029999;44,41;4404800;40,561714
2010-09-08;44,369999;45,099998;44,25;44,330002;4323100;40,488663
2010-09-09;44,59;44,82;43,799999;43,98;2995400;40,168976
2010-09-10;43,330002;43,66;43,200001;43,470001;4332200;39,703178
2010-09-13;44,119999;44,389999;43,84;44,080002;4533700;40,260319
2010-09-14;44;44,16;43,790001;43,900002;4242900;40,095913
2010-09-15;43,740002;44,18;43,560001;44,099998;3802600;40,278572
2010-09-16;44,099998;45;44,080002;44,869999;4331000;40,98185
2010-09-17;45;45,099998;44,560001;44,880001;9948200;40,990993
2010-09-20;44,98;45,990002;44,939999;45,52;5229800;41,575535
2010-09-21;45,400002;46,220001;45,279999;45,830002;5537800;41,858673
2010-09-22;45,799999;46,43;45,040001;45,689999;5181900;41,730804
2010-09-23;45,560001;45,849998;44,869999;45,07;3479600;41,164528
2010-09-24;45,560001;45,700001;45,220001;45,459999;4362600;41,520729
2010-09-27;45,27;45,450001;44,849998;44,959999;3082400;41,064053
2010-09-28;45,459999;45,459999;44,57;44,810001;5535700;40,927055
2010-09-29;44,84;44,91;44,369999;44,450001;3606300;40,598248
2010-09-30;44,48;44,880001;43,639999;43,810001;4525200;40,013721
2010-10-01;44,310001;45,169998;44,23;44,91;3486200;41,018391
2010-10-04;44,939999;44,990002;43,68;44,150002;3590000;40,324245
2010-10-05;44,869999;45,689999;44,599998;45,459999;3199800;41,520729
2010-10-06;45,240002;45,599998;44,509998;44,919998;3578400;41,027519
2010-10-07;45,220001;46,009998;44,77;45,91;4937100;41,931744
2010-10-08;45,900002;46;45,060001;45,830002;2832500;41,858673
2010-10-11;45,66;46,259998;45,509998;45,860001;3559800;41,886078
2010-10-12;45,869999;46,970001;45,439999;46,919998;4409900;42,854214
2010-10-13;47,029999;47,900002;46,860001;47,57;4975800;43,447895
2010-10-14;47,220001;47,330002;46,68;47,310001;3772100;43,210434
2010-10-15;47,09;47,09;46,040001;46,630001;5092500;42,589355
2010-10-18;46,639999;46,709999;45,970001;45,990002;3185800;42,004807
2010-10-19;45,77;46,360001;45,349998;45,849998;3499600;41,876934
2010-10-20;45,900002;46,310001;45,560001;46,02;3453400;42,032207
2010-10-21;46,110001;46,669998;45,689999;46,119999;2684400;42,123539
2010-10-22;45,990002;47,209999;45,790001;47,209999;2496500;43,119083
2010-10-25;47,439999;47,939999;47,189999;47,189999;2910700;43,100815
2010-10-26;47,009998;47,779999;46,73;47,630001;2576300;43,502697
2010-10-27;47,290001;47,779999;47,110001;47,709999;2066800;43,57576
2010-10-28;47,860001;48,25;47,130001;48,23;3344200;44,050697
2010-10-29;48,200001;48,310001;47,720001;47,98;2533400;43,822376
2010-11-01;48,029999;48,5;47,889999;48,16;2530700;43,986778
2010-11-02;48,5;48,759998;48,290001;48,439999;2040700;44,242504
2010-11-03;48,43;48,52;47,59;48,18;2117600;44,005035
2010-11-04;48,52;48,939999;48,299999;48,700001;2467500;44,47998
2010-11-05;48,860001;48,880001;47,959999;48,450001;1723000;44,25164
2010-11-08;48,209999;48,75;48,119999;48,549999;1170400;44,342983
2010-11-09;48,619999;48,889999;48,259998;48,52;1850800;44,315575
2010-11-10;48,540001;48,919998;48,02;48,830002;2163000;44,598701
2010-11-11;48,349998;48,869999;47,75;48,799999;2185500;44,57132
2010-11-12;48,459999;48,57;47,709999;48,040001;2669100;43,877174
2010-11-15;48,330002;48,549999;47,970001;48,23;2089800;44,050697
2010-11-16;47,810001;47,810001;46,68;46,889999;3130600;42,826817
2010-11-17;46,790001;47,880001;46,689999;47,549999;3409300;43,429619
2010-11-18;48,32;48,790001;47,830002;48,200001;2515300;44,023296
2010-11-19;46;46,419998;44,400002;44,93;12908600;41,036663
2010-11-22;44,900002;45,68;44,240002;45,549999;5518600;41,602921
2010-11-23;45,27;45,34;44,189999;44,66;4955900;40,790066
2010-11-24;45;46,259998;44,959999;45,650002;5326900;41,694271
2010-11-26;45,189999;45,889999;45,07;45,549999;1131400;41,602921
2010-11-29;45,099998;45,610001;44,509998;45,450001;2815000;41,511604
2010-11-30;44,98;45,240002;44,59;44,889999;3976300;41,000134
2010-12-01;45,540001;46,959999;45,470001;46,209999;5314800;42,20575
2010-12-02;46,09;46,66;45,959999;46,419998;3424000;42,397537
2010-12-03;46,310001;47;46,310001;46,93;2211100;42,863358
2010-12-06;46,82;46,869999;46,290001;46,810001;2245100;42,753757
2010-12-07;47,110001;47,43;46,709999;46,77;2887900;42,71722
2010-12-08;46,799999;47,889999;46,509998;47,700001;3140300;43,566631
2010-12-09;47,740002;48,080002;47,52;47,720001;2217700;43,584904
2010-12-10;47,790001;48,549999;47,439999;48,389999;3680400;44,196842
2010-12-13;48,639999;48,689999;48,040001;48,299999;3032400;44,114635
2010-12-14;48,5;48,66;48,139999;48,48;2244800;44,279026
2010-12-15;48,419998;48,759998;47,630001;47,91;3051200;43,758434
2010-12-16;48,049999;49,490002;47,98;49,349998;6051800;45,073639
2010-12-17;49,259998;49,709999;48,830002;49,389999;5652000;45,11018
2010-12-20;49,52;49,990002;49,099998;49,630001;2318500;45,329395
2010-12-21;49,630001;50,330002;49,59;50,080002;2574600;45,740406
2010-12-22;50,049999;50,200001;49,439999;49,91;1733800;45,585133
2010-12-23;49,779999;50,150002;49,68;49,790001;1256400;45,475529
2010-12-27;49,560001;49,869999;48,860001;49,759998;1894200;45,448124
2010-12-28;49,700001;49,889999;49,48;49,77;1314600;45,457268
2010-12-29;49,759998;50,150002;49,759998;49,950001;1382900;45,621655
2010-12-30;50,009998;50,139999;49,470001;49,529999;1134200;45,238064
2010-12-31;49,439999;49,66;49,049999;49,299999;1397000;45,027981
2011-01-03;49,68;50,540001;49,68;49,830002;3190300;45,512062
2011-01-04;49,790001;50,200001;48,84;49,290001;2220600;45,018852
2011-01-05;49,029999;49,52;48,240002;48,740002;3441500;44,516506
2011-01-06;48,869999;48,900002;48,169998;48,299999;3327700;44,114635
2011-01-07;48,41;48,740002;47,959999;48,389999;2298700;44,196842
2011-01-10;48,099998;48,18;47,66;47,75;2698400;43,612297
2011-01-11;47,810001;47,84;46,959999;47,049999;4317700;42,972954
2011-01-12;47,16;47,279999;46,419998;46,580002;4392600;42,543686
2011-01-13;46,509998;47,040001;46,150002;46,360001;3267500;42,342754
2011-01-14;46,18;47;45,900002;46,98;2512600;42,909023
2011-01-18;46,82;47,5;46,5;47,349998;4457200;43,246948
2011-01-19;47,25;47,759998;47,07;47,400002;3161700;43,292622
2011-01-20;47,48;47,540001;46,849998;47,18;3188500;43,091694
2011-01-21;47,209999;47,470001;46,810001;46,860001;2523500;42,799416
2011-01-24;47;47,360001;46,650002;47,119999;1777800;43,036888
2011-01-25;46,900002;46,900002;46,169998;46,5;2805700;42,470619
2011-01-26;46,419998;47,330002;46,169998;47,119999;3463800;43,036888
2011-01-27;47,189999;47,529999;47,080002;47,310001;1995600;43,210434
2011-01-28;47,540001;47,669998;46,02;46,77;2800800;42,71722
2011-01-31;46,630001;46,939999;46,060001;46,93;2264000;42,863358
2011-02-01;47,150002;47,669998;46,98;47,57;2151700;43,447895
2011-02-02;47,5;48;47,439999;47,810001;1906800;43,667103
2011-02-03;47,57;48,299999;47,490002;48,200001;1827000;44,023296
2011-02-04;47,919998;48,540001;47,630001;48,400002;1988300;44,205978
2011-02-07;48,34;48,900002;48,130001;48,790001;1672700;44,562172
2011-02-08;48,950001;49,189999;48,599998;49,029999;1863300;44,781376
2011-02-09;49,279999;49,389999;48,580002;48,869999;2001500;44,63525
2011-02-10;48,66;50,720001;48,66;50,540001;3493700;46,160526
2011-02-11;50,330002;50,700001;50,07;50,619999;2010500;46,233593
2011-02-14;50,459999;51,099998;50,189999;50,790001;2391100;46,388874
2011-02-15;50,439999;50,93;49,720001;49,779999;3514900;45,466396
2011-02-16;49,900002;50,549999;49,419998;50,119999;3215400;45,776932
2011-02-17;50,240002;50,66;49,720001;50,439999;3203800;46,069195
2011-02-18;51,549999;54,68;51,549999;54,110001;8126500;49,421173
2011-02-22;53,360001;53,68;52,400002;52,84;4715000;48,261238
2011-02-23;52,669998;52,889999;51,32;52;3148600;47,494015
2011-02-24;51,869999;52,25;50,669998;51,68;4265600;47,201752
2011-02-25;51,869999;52,799999;51,689999;52,400002;2252400;47,859348
2011-02-28;52,470001;52,970001;52,189999;52,580002;2393900;48,023762
2011-03-01;52,599998;52,900002;51,119999;51,419998;2226800;46,964275
2011-03-02;51,540001;52,02;51,34;51,779999;1294000;47,293091
2011-03-03;52,200001;53,610001;52,16;52,900002;2808700;48,316021
2011-03-04;52,849998;53,18;52,110001;52,810001;1822100;48,233833
2011-03-07;53,110001;53,240002;51,18;51,93;2070700;47,430096
2011-03-08;51,970001;52,549999;51,52;52,110001;2189100;47,594494
2011-03-09;51,990002;52,049999;50,950001;51,66;2086300;47,183479
2011-03-10;50,860001;50,939999;49,599998;49,849998;5058300;45,530319
2011-03-11;49,73;50;49,259998;49,459999;2855700;45,174129
2011-03-14;49,240002;49,98;48,84;49,43;2190500;45,146721
2011-03-15;48,049999;49,259998;47,849998;48,98;2099500;44,735718
2011-03-16;48,669998;49,02;48,259998;48,509998;2806400;44,306438
2011-03-17;49,240002;49,240002;48,389999;48,43;2636800;44,23336
2011-03-18;50;51,669998;49,709999;49,919998;7522700;45,594257
2011-03-21;50,450001;51,349998;50,080002;50,459999;2413800;46,087463
2011-03-22;50,380001;50,400002;49,73;49,810001;2099800;45,493793
2011-03-23;49,84;50,610001;49,5;50,419998;2229000;46,050934
2011-03-24;50,650002;51,360001;50,650002;51,16;2314500;46,726818
2011-03-25;51,27;51,849998;50,91;51,369999;1957900;46,91861
2011-03-28;51,380001;51,630001;51,040001;51,060001;2059300;46,635468
2011-03-29;50,98;51,830002;50,869999;51,75;1517000;47,265686
2011-03-30;51,970001;52,369999;51,790001;52,18;2008200;47,658413
2011-03-31;52,060001;53,130001;52,049999;53,110001;3419700;48,507835
2011-04-01;53,470001;54,23;53,27;53,950001;3204800;49,275051
2011-04-04;53,950001;54,139999;53,759998;54,080002;1900500;49,393768
2011-04-05;53,849998;54,009998;53,369999;53,490002;2411200;48,854904
2011-04-06;53,759998;54,139999;53,07;53,66;2388600;49,010174
2011-04-07;53,470001;54,330002;53,16;53,700001;2570600;49,046711
2011-04-08;53,91;53,919998;52,84;53,139999;1816400;48,53524
2011-04-11;53,23;53,900002;53,23;53,560001;1570700;48,918842
2011-04-12;53,32;53,41;52,580002;52,779999;1695700;48,206421
2011-04-13;53,130001;53,509998;52,529999;53,139999;1704200;48,53524
2011-04-14;52,75;54,369999;52,720001;54,279999;2626400;49,576443
2011-04-15;54,490002;55,119999;53,959999;54,459999;3529300;49,740841
2011-04-18;53,849998;54,209999;53,130001;54,150002;2053500;49,457714
2011-04-19;54,110001;54,799999;54,07;54,459999;2576400;49,740841
2011-04-20;55,150002;56,27;55,150002;56,07;2815500;51,211342
2011-04-21;55,919998;56,400002;54,790001;55,349998;2980700;50,553726
2011-04-25;55,23;55,77;54,93;55,029999;1292700;50,261452
2011-04-26;55,16;55,310001;54,599998;54,990002;2200900;50,224937
2011-04-27;55,25;55,779999;54,700001;55,740002;1752500;50,909943
2011-04-28;55,66;55,900002;55,209999;55,599998;1500000;50,782059
2011-04-29;55,560001;55,939999;54,970001;55,560001;5635400;50,745537
2011-05-02;55,799999;55,98;54,990002;55,119999;1488800;50,343651
2011-05-03;55,029999;55,470001;54,529999;55,23;1700000;50,444126
2011-05-04;55,200001;55,34;53,560001;54,549999;2211100;49,823051
2011-05-05;54,360001;55;53,810001;53,98;1800000;49,302444
2011-05-06;54,490002;54,880001;53,549999;53,779999;2392900;49,11977
2011-05-09;53,959999;54,389999;53,630001;54,139999;1411800;49,448574
2011-05-10;54,41;55,169998;54,279999;54,889999;1375300;50,133591
2011-05-11;54,75;55,220001;53,869999;54,439999;1900000;49,722584
2011-05-12;54,419998;55,990002;54,119999;55,889999;2500000;51,046947
2011-05-13;55,84;56,459999;55,32;55,349998;2375700;50,553726
2011-05-16;55,32;55,32;54,119999;54,299999;1873700;49,594727
2011-05-17;54,200001;54,82;54,060001;54,73;1602800;49,987461
2011-05-18;54,580002;54,740002;53,93;54,279999;2452400;49,576443
2011-05-19;54,630001;56;54,27;55,900002;3378500;51,05608
2011-05-20;54,130001;55,529999;54;54,98;5317800;50,215786
2011-05-23;54;54,080002;52,66;52,93;3300000;48,343437
2011-05-24;53;53,439999;52,540001;52,799999;3112100;48,224693
2011-05-25;52,709999;53,389999;52,650002;53,07;2346700;48,471298
2011-05-26;52,82;53,82;52,759998;53,610001;1552900;48,964508
2011-05-27;53,5;53,869999;53,240002;53,369999;1709000;48,7453
2011-05-31;53,880001;53,98;53,400002;53,970001;2524900;49,293304
2011-06-01;53,860001;54,009998;53,27;53,32;2663600;48,699635
2011-06-02;53,209999;53,259998;52,400002;52,48;2809200;47,932423
2011-06-03;52,080002;52,310001;51,389999;51,419998;2343000;46,964275
2011-06-06;51,040001;51,450001;50,880001;51,18;2688100;46,745068
2011-06-07;51,360001;51,98;50,950001;51,560001;2540100;47,092152
2011-06-08;51,25;51,549999;50,84;51;2512600;46,580669
2011-06-09;51,16;51,189999;50,57;50,799999;2459900;46,398006
2011-06-10;50,740002;50,93;50,220001;50,360001;2284400;45,996124
2011-06-13;50,349998;50,540001;50,110001;50,380001;2102800;46,014404
2011-06-14;50,740002;50,939999;50,470001;50,740002;2019300;46,343201
2011-06-15;50,299999;50,639999;49,59;49,66;2529800;45,356792
2011-06-16;49,66;50,080002;48,709999;49,200001;2731000;44,936646
2011-06-17;49,919998;50,18;49,130001;49,16;3530200;44,900124
2011-06-20;49,18;49,93;49,18;49,400002;2079700;45,119308
2011-06-21;49,459999;50,57;49,119999;50,389999;2522500;46,023529
2011-06-22;50,080002;50,869999;49,880001;50,369999;2656000;46,005276
2011-06-23;49,849998;50,779999;49,450001;50,720001;2587800;46,32494
2011-06-24;50,59;50,68;50,130001;50,5;3283900;46,124001
2011-06-27;50,110001;51,07;49,91;50,82;2128600;46,416267
2011-06-28;51,110001;51,810001;50,900002;51,490002;2100700;47,028217
2011-06-29;51,52;51,939999;51,18;51,75;2218700;47,265686
2011-06-30;52;52,220001;51,549999;51,860001;1969100;47,366154
2011-07-01;51,970001;52,369999;51,630001;52,240002;1607800;47,713226
2011-07-05;52,290001;52,700001;51,990002;52,360001;2100300;47,822823
2011-07-06;51,66;52,549999;51,139999;52,34;3341300;47,804554
2011-07-07;52,720001;52,75;52,02;52,25;2768700;47,722355
2011-07-08;51,869999;52,119999;51,23;51,689999;2732100;47,210869
2011-07-11;51,150002;51,57;50,77;50,889999;1590600;46,480202
2011-07-12;50,66;50,959999;50,220001;50,259998;2118400;45,904793
2011-07-13;50,490002;50,939999;49,689999;49,860001;2530000;45,539463
2011-07-14;49,860001;50,439999;49,049999;49,189999;2329900;44,927509
2011-07-15;49,439999;49,540001;48,59;49,349998;2348400;45,073639
2011-07-18;49,049999;49,200001;48,150002;48,400002;2496200;44,205978
2011-07-19;48,82;49,240002;48,5;48,959999;2924900;44,717449
2011-07-20;48,869999;48,959999;47,740002;47,790001;3023400;43,648834
2011-07-21;47,98;48,119999;47,369999;47,450001;3556000;43,33828
2011-07-22;47,439999;48,009998;47,310001;47,959999;3230900;43,804089
2011-07-25;48,240002;49,150002;47,959999;48,68;5195200;44,461704
2011-07-26;48,68;48,950001;48,299999;48,610001;3915700;44,397781
2011-07-27;48,169998;48,310001;47,16;47,25;3612000;43,155613
2011-07-28;47,110001;47,59;46,919998;47,16;2439900;43,07341
2011-07-29;46,830002;47,040001;46,360001;46,700001;4077900;42,653294
2011-08-01;46,98;47,130001;45,41;46,099998;3210600;42,105286
2011-08-02;45,709999;46,349998;45,360001;45,400002;3738800;41,465935
2011-08-03;45,450001;45,98;44,509998;45,91;3955400;41,931744
2011-08-04;45,400002;45,779999;44,369999;44,389999;4821700;40,543453
2011-08-05;44,68;44,830002;42,610001;43,599998;5987800;39,821922
