"date";"open";"high";"low";"close";"volume";"adjusted"
2010-03-24;46,575001;47,224998;46,049999;46,285;4117800;42,004929
2010-03-25;46,645;46,955002;44,560001;44,709999;6803200;40,575569
2010-03-26;44,834999;44,834999;43,764999;44,794998;7181600;40,652706
2010-03-29;45,805;46,544998;45,779999;46,48;6187800;42,181892
2010-03-30;46,459999;46,845001;46,110001;46,669998;4418600;42,354332
2010-03-31;46,75;47,005001;46,34;46,470001;6341600;42,172817
2010-04-01;47,014999;47,805;47,005001;47,790001;4849800;43,370762
2010-04-05;48,080002;49,064999;47,799999;48,884998;6428200;44,364498
2010-04-06;48,805;49,305;48,549999;48,689999;5366400;44,187538
2010-04-07;50,209999;52,619999;49,939999;51,869999;16481200;47,073479
2010-04-08;51,965;53,889999;51,869999;53,48;14024400;48,534588
2010-04-09;53,665001;54,095001;52,334999;52,384998;6304000;47,540844
2010-04-12;52,290001;53,650002;51,955002;53,59;6823200;48,634418
2010-04-13;53,48;54,200001;52,584999;53,689999;7185800;48,725182
2010-04-14;54,415001;54,720001;53,654999;54,645;5541000;49,735447
2010-04-15;54,689999;55,474998;54,349998;55,25;4230800;50,286087
2010-04-16;54,779999;55,18;53,650002;53,735001;6579000;48,9072
2010-04-19;53,23;54,200001;53,150002;53,994999;5201600;49,143837
2010-04-20;54,439999;55,834999;54,439999;55,755001;5422800;50,74572
2010-04-21;55,654999;56,110001;55,224998;55,935001;3977000;50,90955
2010-04-22;55,485001;56,610001;54,93;56,505001;4489400;51,428341
2010-04-23;56,075001;56,93;55,535;56,860001;5312800;51,751442
2010-04-26;56,974998;57,290001;56,075001;56,240002;4169200;51,187157
2010-04-27;56,025002;56,52;54,174999;54,314999;4669200;49,435097
2010-04-28;54,695;55,195;54,035;54,709999;4351200;49,794613
2010-04-29;55,095001;55,805;54,595001;55,630001;4683200;50,631943
2010-04-30;55,77;57,474998;55,279999;56,060001;7072200;51,023319
2010-05-03;56,41;57,450001;55,52;56,779999;5917000;51,678627
2010-05-04;54,674999;55,27;52,715;55,119999;8399000;50,167763
2010-05-05;54;54,470001;52,134998;52,584999;6750800;47,860535
2010-05-06;52,200001;52,735001;48,285;51,185001;9517000;46,586315
2010-05-07;50,91;52,279999;49,465;50,419998;7443600;45,890049
2010-05-10;51,334999;53,884998;50,785;53,244999;6382800;48,461231
2010-05-11;52,490002;52,705002;51,924999;52,369999;7709400;47,664845
2010-05-12;52,5;54,369999;52,5;54,189999;6906000;49,32132
2010-05-13;54,055;55,055;53,799999;54,040001;5214200;49,184799
2010-05-14;53,470001;53,810001;51,705002;53,044998;3996000;48,279186
2010-05-17;53,080002;53,645;50,48;51,615002;6259200;46,977684
2010-05-18;52,494999;52,959999;51,235001;51,419998;5912000;46,800198
2010-05-19;51,259998;52,115002;49,794998;51,115002;5389000;46,522587
2010-05-20;49,82;49,889999;48,014999;48,145;5676600;43,819439
2010-05-21;47,189999;50,330002;46,639999;50,294998;8270400;45,776268
2010-05-24;49,814999;50,535;48,630001;48,68;5724600;44,30637
2010-05-25;46,75;49,465;46,715;49,355;6507000;44,920731
2010-05-26;50,009998;50,945;49,700001;49,869999;6588600;45,389446
2010-05-27;50,985001;53,360001;50,724998;53,255001;8044200;48,470337
2010-05-28;53,014999;53,785;51,924999;52,419998;6427400;47,710342
2010-06-01;51,794998;52,494999;50,294998;50,415001;6682200;45,885494
2010-06-02;51,049999;53,900002;50,435001;53,875;8104600;49,034622
2010-06-03;53,735001;54,955002;52,560001;54,865002;7268000;49,93568
2010-06-04;53,900002;55,294998;50,965;51,494999;12639600;46,868465
2010-06-07;51,779999;53,099998;49,689999;50,57;10243600;46,026562
2010-06-08;51,255001;52,895;50,549999;52,68;8279400;47,946999
2010-06-09;53,09;54,27;51,544998;51,904999;6417000;47,241631
2010-06-10;52,91;54,435001;52,91;54,384998;6913000;49,498806
2010-06-11;53,994999;54,955002;53,474998;54,93;4579000;49,994846
2010-06-14;55,470001;56,080002;54,32;54,474998;6218800;49,580727
2010-06-15;55,305;55,514999;54,424999;55,18;6059200;50,222397
2010-06-16;54,720001;55,709999;54,365002;55,195;3497000;50,236031
2010-06-17;55,209999;55,57;54,259998;55,029999;5131000;50,085854
2010-06-18;55;55,275002;54,490002;55,110001;6053600;50,158672
2010-06-21;56;56,950001;54,759998;55,305;6072000;50,336155
2010-06-22;55,305;55,674999;52,904999;53,224998;6003800;48,44302
2010-06-23;53,285;53,959999;52,630001;53,419998;5380000;48,62051
2010-06-24;52,91;54,110001;51,990002;52,294998;5616200;47,596573
2010-06-25;53,119999;54,985001;52,305;54,889999;14346000;49,958431
2010-06-28;54,470001;54,785;52,470001;52,709999;6190600;47,974312
2010-06-29;51,665001;51,880001;49,764999;50,119999;8280600;45,616985
2010-06-30;50,130001;50,674999;49,025002;49,185001;7370200;44,766006
2010-07-01;49,259998;49,990002;47,889999;49,540001;6529800;45,089104
2010-07-02;49,345001;50,325001;48,785;49,169998;5203200;44,752338
2010-07-06;50,169998;51,349998;49,384998;49,924999;5190000;45,439514
2010-07-07;50,060001;51,91;49,615002;51,900002;5457800;47,23708
2010-07-08;52,439999;53,400002;51,875;53,110001;7048200;48,338364
2010-07-09;52,945;53,445;52,125;52,785;3729800;48,042557
2010-07-12;52,650002;53,299999;52,34;52,77;3225400;48,028908
2010-07-13;53,494999;54,16;53,255001;53,404999;5246600;48,606846
2010-07-14;53,055;54,235001;52,580002;53,32;4206400;48,670746
2010-07-15;53,5;53,5;51,965;53,095001;4244400;48,465374
2010-07-16;52,560001;52,764999;50,564999;51,139999;6213400;46,680847
2010-07-19;51,34;51,759998;50,334999;51,005001;4603600;46,557606
2010-07-20;50,240002;52,244999;50,005001;52,075001;5762800;47,534302
2010-07-21;52,264999;52,32;50,764999;51,209999;4824000;46,74474
2010-07-22;51,924999;52,369999;51,384998;51,599998;4220600;47,100723
2010-07-23;51,395;51,605;50,294998;51,165001;4672200;46,703663
2010-07-26;51,105;52,209999;51,105;51,860001;3420200;47,338058
2010-07-27;51,93;51,970001;49,555;50,279999;6075000;45,895813
2010-07-28;50,465;50,93;50,009998;50,279999;3330600;45,895813
2010-07-29;50,865002;51,009998;49,735001;50,290001;3649600;45,904964
2010-07-30;49,790001;50,490002;48,57;48,75;7647800;44,499229
2010-08-02;49,654999;51,424999;49,529999;51,255001;5238800;46,785805
2010-08-03;51,150002;51,424999;50,599998;50,849998;4207400;46,416134
2010-08-04;51,029999;51,875;50,759998;51,5;3199200;47,009453
2010-08-05;51,125;51,450001;50,560001;51,220001;3536800;46,753857
2010-08-06;48,224998;49,865002;47,625;49,630001;13765000;45,302509
2010-08-09;50,084999;50,299999;49,055;49,970001;5257200;45,61285
2010-08-10;49,400002;50,705002;49,244999;50,349998;9591400;45,959728
2010-08-11;49,294998;49,59;48,365002;48,575001;4957600;44,339497
2010-08-12;47,695;48,93;47,514999;47,68;5922400;43,522533
2010-08-13;47,654999;47,965;46,855;47,084999;8137600;42,979416
2010-08-16;46,744999;47,095001;46,055;47,044998;5392600;42,942898
2010-08-17;47,535;47,799999;46,895;47,580002;4893600;43,431252
2010-08-18;47,384998;47,5;45,98;46,674999;6057200;42,605156
2010-08-19;46,494999;46,794998;45,560001;45,759998;5907400;41,769947
2010-08-20;45,630001;45,849998;45,215;45,709999;5652400;41,724297
2010-08-23;45,814999;46,474998;45,695;45,865002;3983200;41,865776
2010-08-24;45,150002;45,240002;43,77;44,305;7086000;40,441833
2010-08-25;43,955002;43,990002;42,709999;43,73;7512000;39,916946
2010-08-26;44,040001;44,509998;43,09;43,310001;4585600;39,533581
2010-08-27;43,775002;44,805;42,900002;44,700001;4313000;40,80238
2010-08-30;44,619999;44,965;43,764999;43,779999;4549800;39,962593
2010-08-31;43,575001;44,16;42,955002;43,435001;5759200;39,647667
2010-09-01;44,139999;45,029999;43,645;44,970001;6198200;41,048843
2010-09-02;45,040001;45,040001;44,220001;44,744999;3262400;40,843449
2010-09-03;45,165001;45,689999;44,895;45,165001;4177800;41,226833
2010-09-07;44,630001;44,945;44,169998;44,355;4334400;40,48745
2010-09-08;44,360001;45,314999;44,360001;45,134998;4197200;41,199436
2010-09-09;45,720001;45,75;44,259998;44,685001;3482000;40,788685
2010-09-10;44,810001;46,279999;44,810001;46,099998;6026600;42,080303
2010-09-13;46,575001;46,575001;45,82;46,145;3136800;42,121372
2010-09-14;45,935001;46,57;45,650002;46,099998;3089800;42,080303
2010-09-15;45,869999;46,075001;45,365002;45,790001;5565200;41,797318
2010-09-16;46,095001;46,349998;45,220001;45,5;4964800;41,532619
2010-09-17;45,540001;45,540001;43,919998;44,555;14141400;40,670013
2010-09-20;44,709999;44,935001;43,674999;43,865002;9566400;40,040176
2010-09-21;44;45,125;43,634998;44,810001;7783000;40,902786
2010-09-22;44,849998;45,465;44,849998;45,18;7357200;41,240517
2010-09-23;44,650002;45,389999;44,314999;44,834999;4382800;40,925594
2010-09-24;45,57;46,435001;45,029999;46,055;5462400;42,039227
2010-09-27;46,119999;46,485001;45,595001;45,625;3128200;41,646709
2010-09-28;45,68;45,990002;45,040001;45,889999;3562600;41,888603
2010-09-29;45,505001;46,970001;45,380001;46,91;5637600;42,819672
2010-09-30;47,240002;47,424999;45,855;46,485001;5975800;42,431736
2010-10-01;47,055;48,294998;46,990002;48,084999;6027800;43,892223
2010-10-04;47,685001;48,424999;47,59;47,860001;6281200;43,686836
2010-10-05;48,380001;48,880001;47,715;48,665001;4217800;44,42165
2010-10-06;48,634998;49,715;48,595001;49,259998;4737400;44,96476
2010-10-07;49,505001;49,535;48,810001;49,279999;3866000;44,983017
2010-10-08;49,34;49,91;48,985001;49,73;3355800;45,393787
2010-10-11;49,5;50,32;49,395;49,779999;2612000;45,439423
2010-10-12;49,439999;49,720001;48,895;49,455002;2613400;45,142761
2010-10-13;49,855;50,115002;49,174999;49,375;5705800;45,211433
2010-10-14;48,935001;49,869999;48,935001;49,505001;4141400;45,330475
2010-10-15;49,849998;50,415001;49,575001;50,02;6134200;45,802048
2010-10-18;49,935001;51,029999;49,779999;50,665001;4470600;46,392666
2010-10-19;49,889999;50,049999;49,27;49,740002;6010000;45,545658
2010-10-20;49,779999;50,41;49,580002;50,060001;2897400;45,838676
2010-10-21;50,224998;50,84;48,84;49,400002;4220800;45,234344
2010-10-22;49,735001;49,740002;48,244999;48,654999;3956600;44,552151
2010-10-25;49,014999;49,459999;48,560001;48,73;2669400;44,620834
2010-10-26;48,43;48,84;47,59;47,875;4025000;43,837921
2010-10-27;47,459999;47,950001;46,830002;47,880001;3506000;43,842503
2010-10-28;48,195;48,455002;47,169998;47,470001;2881000;43,467072
2010-10-29;47,259998;48,014999;47,07;47,860001;4066800;43,8242
2010-11-01;48,439999;48,955002;47,68;48,035;2844000;43,98444
2010-11-02;48,584999;49,18;47,93;48,869999;4069000;44,749023
2010-11-03;45,244999;45,25;43;44,32;32201000;40,582699
2010-11-04;44,880001;44,880001;43,154999;44,145;12523800;40,422447
2010-11-05;44,330002;44,43;43,5;44,305;7278200;40,56897
2010-11-08;44,605;45,669998;44,375;44,73;9334800;40,958122
2010-11-09;45,07;46,404999;44,93;45,994999;8864000;42,116455
2010-11-10;46,205002;47,044998;46,035;46,939999;5630200;42,98177
2010-11-11;46,610001;47,5;46,610001;47,055;4416000;43,087067
2010-11-12;46,555;46,724998;45,615002;46,025002;4709800;42,143925
2010-11-15;46,75;47,110001;46,040001;46,215;4264800;42,317909
2010-11-16;45,709999;45,709999;44,799999;45,525002;5232200;41,686089
2010-11-17;45,639999;45,959999;44,990002;45,084999;4036200;41,283199
2010-11-18;45,255001;46,360001;45,025002;46,055;4851400;42,171391
2010-11-19;45,825001;46,535;45,57;46,48;4420400;42,560562
2010-11-22;46,345001;46,814999;45,490002;46,25;2544000;42,34996
2010-11-23;45,575001;45,599998;44,25;44,349998;5899600;40,61018
2010-11-24;44,650002;45,025002;44,27;44,900002;3512800;41,113792
2010-11-26;44,485001;44,900002;44,419998;44,459999;924000;40,710896
2010-11-29;44,32;44,814999;43,805;44,610001;3600200;40,84824
2010-11-30;44,209999;44,935001;44,005001;44,474998;4456400;40,724628
2010-12-01;45,244999;45,860001;44,779999;45,814999;4811200;41,951641
2010-12-02;45,764999;46,994999;45,764999;46,93;3973200;42,97261
2010-12-03;46,73;47;46,389999;46,869999;3337800;42,917675
2010-12-06;46,775002;47,349998;46,755001;47,189999;2933400;43,210693
2010-12-07;47,775002;48,035;46,215;46,355;4757200;42,446098
2010-12-08;46,584999;46,764999;45,705002;46,099998;2988600;42,212597
2010-12-09;46,174999;46,705002;45,884998;46,115002;4115200;42,226341
2010-12-10;45,965;46,215;45,365002;45,375;3956000;41,548725
2010-12-13;45,75;46,25;45,294998;45,349998;4532800;41,525845
2010-12-14;45,41;46,044998;45,09;45,825001;3678000;41,960808
2010-12-15;45,674999;46,095001;44,924999;45,060001;3600800;41,260307
2010-12-16;45,084999;45,355;44,880001;45,255001;2003800;41,438869
2010-12-17;45,205002;45,900002;45,040001;45,834999;4847000;41,96994
2010-12-20;45,935001;46;44,939999;45,73;4067000;41,873802
2010-12-21;45,865002;46,224998;45,544998;45,825001;1700000;41,960808
2010-12-22;45,955002;46,285;45,73;46,099998;1766800;42,212597
2010-12-23;45,294998;46,029999;45,154999;45,724998;4685800;41,869221
2010-12-27;45,625;45,715;44,764999;45,060001;2715800;41,260307
2010-12-28;45,255001;45,325001;44,959999;44,990002;2696200;41,19619
2010-12-29;45,235001;45,77;44,985001;45,595001;2110200;41,750191
2010-12-30;45,610001;46,029999;45,435001;45,875;2328400;42,00658
2010-12-31;45,825001;46,060001;45,654999;45,705002;2042400;41,85091
2011-01-03;46,224998;46,75;46,134998;46,174999;3500800;42,281273
2011-01-04;46,540001;46,639999;45,695;46,07;4125400;42,185131
2011-01-05;45,630001;46,494999;45,419998;46,165001;3472600;42,272121
2011-01-06;46,674999;47,215;46,150002;46,41;5178400;42,496456
2011-01-07;46,630001;47,174999;46,455002;47,130001;4830200;43,155754
2011-01-10;47,075001;47,5;46,91;47,474998;5149600;43,471657
2011-01-11;47,720001;48,435001;47,389999;48,365002;5838400;44,286606
2011-01-12;48,744999;49,66;48,465;49,244999;5176800;45,237362
2011-01-13;49,115002;49,290001;48,52;48,93;3336400;44,948021
2011-01-14;48,900002;50,355;48,625;50,290001;4361200;46,197346
2011-01-18;50,415001;51,605;50,165001;51,439999;6014600;47,253742
2011-01-19;51,424999;51,5;50,384998;50,720001;5794800;46,592342
2011-01-20;49,889999;50,744999;49,615002;50,68;4891600;46,555588
2011-01-21;50,994999;51,290001;50,25;50,860001;4812000;46,72094
2011-01-24;50,674999;51,064999;50,305;50,865002;3284600;46,725533
2011-01-25;50,790001;50,790001;49,470001;49,935001;3947600;45,871231
2011-01-26;50,189999;51,470001;50,125;51,139999;4638400;46,978149
2011-01-27;50,955002;52,07;50,865002;51,625;5182200;47,423679
2011-01-28;51,685001;52,575001;51,084999;51,264999;5658800;47,092987
2011-01-31;51,369999;53,290001;51,369999;53,195;4616000;48,86591
2011-02-01;53,360001;54,134998;52,924999;53,689999;4528000;49,320644
2011-02-02;53,505001;54,145;53,169998;53,619999;2989600;49,256321
2011-02-03;53,445;53,619999;52,810001;53,525002;1949000;49,169079
2011-02-04;53,650002;53,744999;52,855;53,389999;3308400;49,045055
2011-02-07;53,68;54,235001;52,720001;52,794998;3483600;48,49847
2011-02-08;52,91;52,91;51,775002;52,380001;4232000;48,117241
2011-02-09;52,150002;52,66;51,380001;51,974998;3408200;47,745205
2011-02-10;51,735001;52,345001;51,544998;52,119999;3645600;47,878414
2011-02-11;51,915001;52,255001;51,525002;51,650002;3040400;47,446651
2011-02-14;51,674999;53,264999;51,674999;52,450001;4243000;48,181549
2011-02-15;52,395;53,095001;51,580002;51,775002;4232000;47,561489
2011-02-16;52,035;52,674999;51,470001;51,494999;4648400;47,304276
2011-02-17;51,639999;52,290001;51,169998;52,110001;6126400;47,869232
2011-02-18;53,419998;54,900002;53,404999;54,445;7652200;50,014194
2011-02-22;54,93;55,814999;54,044998;54,16;5797800;49,752373
2011-02-23;54,255001;57,369999;54,255001;57,195;8300000;52,540386
2011-02-24;57,294998;57,584999;54,900002;55,084999;7247000;50,602112
2011-02-25;55,349998;56,244999;55,02;55,875;3297800;51,327824
2011-02-28;56,044998;56,619999;55,775002;56,154999;3500200;51,585033
2011-03-01;54,75;56,095001;53,935001;53,965;9073000;49,573261
2011-03-02;52,924999;54,474998;52,189999;54,345001;15563600;49,922329
2011-03-03;54,654999;55,634998;53,990002;55,544998;6069800;51,024677
2011-03-04;55,404999;55,790001;54,195;54,689999;4348800;50,23925
2011-03-07;55,119999;55,695;54,09;54,290001;3717000;49,871811
2011-03-08;54,27;54,450001;53,035;53,099998;3493200;48,778656
2011-03-09;53,07;53,814999;52,599998;52,900002;3472400;48,594929
2011-03-10;52,264999;52,264999;51,205002;51,415001;5261800;47,230774
2011-03-11;51,305;53,275002;51;52,825001;3767200;48,526035
2011-03-14;52,535;53,549999;52,064999;53,264999;3951200;48,930229
2011-03-15;51,639999;53,240002;51,325001;52,720001;4851800;48,429565
2011-03-16;52,900002;53,755001;51,535;52,244999;5072200;47,993229
2011-03-17;53,384998;54,580002;52,935001;54,34;4200000;49,917736
2011-03-18;54,880001;55,224998;53,52;53,965;5936600;49,573261
2011-03-21;54,744999;55,73;54,5;55,700001;4526000;51,167061
2011-03-22;56,169998;57,215;56,005001;56,68;6558200;52,067314
2011-03-23;56,715;57,035;56;57,035;8087600;52,393417
2011-03-24;57,455002;57,849998;56,509998;57,775002;5755800;53,073208
2011-03-25;57,91;59,064999;57,380001;58,77;5161000;53,987232
2011-03-28;58,384998;59,855;58,169998;59,220001;6207200;54,400604
2011-03-29;58,755001;59,880001;57,900002;59,834999;6065400;54,965549
2011-03-30;60,150002;60,720001;59,18;59,595001;7209400;54,745083
2011-03-31;59,619999;60,049999;59,209999;59,255001;5689400;54,432758
2011-04-01;59,584999;59,650002;58,91;59,195;8316600;54,377628
2011-04-04;59,450001;59,91;59,035;59,185001;3827600;54,36845
2011-04-05;59,02;59,369999;58,314999;58,459999;3861200;53,702461
2011-04-06;58,865002;58,98;57,380001;57,404999;4067400;52,733303
2011-04-07;57,264999;57,84;56,380001;57,330002;4410400;52,66441
2011-04-08;57,73;58,195;56,900002;57,330002;3438800;52,66441
2011-04-11;57,279999;57,490002;55,93;56,334999;2872000;51,750381
2011-04-12;55,764999;55,764999;54,080002;54,615002;5550400;50,170364
2011-04-13;55,044998;56,095001;54,82;55,305;3883000;50,95348
2011-04-14;54,849998;55,645;54,349998;55,360001;3631600;51,004166
2011-04-15;55,424999;55,935001;54,779999;55,52;3491400;51,151562
2011-04-18;54,855;55,200001;53,919998;54,935001;3455800;50,612598
2011-04-19;54,955002;55,195;54,244999;54,735001;3066000;50,428333
2011-04-20;55,665001;56,005001;55,224998;55,91;3606400;51,510876
2011-04-21;55,665001;56,139999;55,299999;55,935001;2048000;51,533909
2011-04-25;55,994999;56,095001;54,865002;55,169998;1935800;50,829102
2011-04-26;55,369999;55,884998;54,990002;55,860001;2200000;51,464809
2011-04-27;56,005001;56,099998;54,595001;55,880001;2500400;51,483242
2011-04-28;55,805;56,525002;55,165001;55,990002;3068000;51,584591
2011-04-29;55,924999;56,775002;55,540001;56,525002;2631200;52,077488
2011-05-02;56,740002;56,900002;55,235001;55,470001;3705000;51,105507
2011-05-03;55,345001;55,349998;53,615002;54,075001;4120400;49,820248
2011-05-04;53,880001;53,880001;52,419998;53,139999;3866600;48,958836
2011-05-05;52,130001;52,715;50,919998;52,174999;6925400;48,069756
2011-05-06;54,5;55,68;53,064999;53,720001;7192600;49,493191
2011-05-09;55,115002;55,950001;54,75;55,66;4764600;51,280544
2011-05-10;55,709999;55,889999;54,889999;55,424999;3331600;51,064049
2011-05-11;55,224998;55,34;53;53,345001;4347000;49,147701
2011-05-12;52,73;53,455002;52,064999;52,759998;4428600;48,608723
2011-05-13;52,91;53,400002;52,205002;52,720001;3634800;48,571865
2011-05-16;52,584999;53,855;52,115002;52,349998;3133600;48,23098
2011-05-17;52,064999;53,09;51,884998;52,805;3940800;48,650192
2011-05-18;52,945;53,735001;52,75;53,310001;3874200;49,11544
2011-05-19;53,485001;53,610001;52,535;52,994999;3097000;48,825233
2011-05-20;53,035;53,970001;52,439999;53,424999;4046400;49,221405
2011-05-23;52,549999;52,799999;51,985001;52,125;3889000;48,023682
2011-05-24;52,584999;53,544998;52,424999;53,029999;4681400;48,857487
2011-05-25;52,75;53,959999;52,75;53,599998;3190400;49,382629
2011-05-26;53,349998;53,75;52,695;53,615002;2363800;49,396439
2011-05-27;53,939999;54,540001;53,695;54,075001;2603400;49,820248
2011-05-31;55,005001;55,095001;53,549999;54,57;3567400;50,27631
2011-06-01;54,755001;55,834999;53,98;54,095001;6434800;49,838692
2011-06-02;54,205002;55,855;54,205002;55,455002;6241000;51,091663
2011-06-03;54,674999;55,895;53,900002;55,279999;4492400;50,930435
2011-06-06;55,27;56,02;54,514999;54,529999;5428800;50,239464
2011-06-07;54,755001;55,02;54,009998;54,025002;4261000;49,774189
2011-06-08;54,060001;55,43;54,060001;54,470001;3959800;50,184193
2011-06-09;54,779999;55,584999;54,514999;55,389999;3680400;51,03178
2011-06-10;55;55,23;53,785;53,834999;3801000;49,599136
2011-06-13;53,994999;54,279999;51,825001;52,355;5597000;48,235592
2011-06-14;53,130001;53,490002;52,310001;52,514999;5366400;48,383003
2011-06-15;52,075001;52,665001;51,125;51,435001;5424200;47,387981
2011-06-16;51,279999;51,775002;50,625;50,805;5596400;46,807545
2011-06-17;51,205002;51,494999;50,355;51,125;5916000;47,102364
2011-06-20;50,755001;50,955002;50,110001;50,450001;5040400;46,480484
2011-06-21;50,755001;51,59;50,615002;51,095001;4096800;47,074738
2011-06-22;50,865002;51,700001;50,610001;50,669998;5531800;46,683167
2011-06-23;49,529999;50,119999;48,310001;50,080002;5682800;46,139606
2011-06-24;50,040001;50,205002;49,035;49,134998;3929200;45,268936
2011-06-27;48,700001;50,215;48,605;50,165001;5812400;46,217899
2011-06-28;50,299999;51,395;49,994999;51,205002;3730000;47,176071
2011-06-29;51,314999;52,080002;50,794998;51,549999;3681200;47,493931
2011-06-30;51,775002;52,415001;51,619999;52,275002;3776600;48,161877
2011-07-01;52,185001;52,279999;51,195;51,540001;6685000;47,484715
2011-07-05;51,654999;52,494999;51,474998;51,619999;2969800;47,55843
2011-07-06;51,52;51,66;50,875;51,134998;2543800;47,111588
2011-07-07;51,834999;52,005001;51,220001;51,775002;3802200;47,701233
2011-07-08;50,990002;51,310001;50,580002;50,959999;3406200;46,950363
2011-07-11;50,220001;50,220001;49,285;49,505001;3145200;45,60984
2011-07-12;49,419998;50,055;49,264999;49,445;3965800;45,554558
2011-07-13;49,755001;50,544998;49,290001;49,470001;3888000;45,725548
2011-07-14;49,73;49,790001;48,200001;48,355;5437800;44,69495
2011-07-15;50;51,060001;49,869999;50,595001;13502400;46,765404
2011-07-18;50,695;51,294998;50,240002;50,759998;5338400;46,917912
2011-07-19;51;52,139999;51;52,014999;4730200;48,077911
2011-07-20;52,404999;52,404999;51,764999;51,904999;4192600;47,976242
2011-07-21;52,32;52,950001;52,044998;52,779999;3878600;48,785019
2011-07-22;52,775002;53,299999;52,505001;53,285;3288400;49,251785
2011-07-25;52,599998;53,73;52,400002;53,105;3798400;49,085411
2011-07-26;53,105;53,939999;52,310001;53,285;4235200;49,251785
2011-07-27;53;53,009998;51,985001;52,035;4082000;48,096413
2011-07-28;52,02;52,665001;51,535;51,715;4736800;47,800617
2011-07-29;51,09;51,68;50,75;51;6388800;47,139744
2011-08-01;51,945;52,16;50,244999;50,810001;3660800;46,964134
2011-08-02;50,43;51,185001;49,540001;49,605;4176600;45,850334
2011-08-03;49,634998;49,665001;47,785;48,990002;6110800;45,281895
